ward_code,ward_name,district_name,province_name
"15406","Xã Yên Tâm","Huyện Yên Định","Tỉnh Thanh Hóa"
"15397","Thị trấn Thống Nhất","Huyện Yên Định","Tỉnh Thanh Hóa"
"05308","Xã Bình Hẻm","Huyện Lạc Sơn","Tỉnh Hoà Bình"
"05302","Xã Xuất Hóa","Huyện Lạc Sơn","Tỉnh Hoà Bình"
"05305","Xã Yên Phú","Huyện Lạc Sơn","Tỉnh Hoà Bình"
"02386","Xã Yên Lâm","Huyện Hàm Yên","Tỉnh Tuyên Quang"
"02398","Xã Yên Phú","Huyện Hàm Yên","Tỉnh Tuyên Quang"
"06283","Xã An Sơn","Huyện Văn Quan","Tỉnh Lạng Sơn"
"06298","Xã Bình Phúc","Huyện Văn Quan","Tỉnh Lạng Sơn"
"06319","Xã Yên Phúc","Huyện Văn Quan","Tỉnh Lạng Sơn"
"02464","Xã Tứ Quận","Huyện Yên Sơn","Tỉnh Tuyên Quang"
"02473","Thị trấn Yên Sơn","Huyện Yên Sơn","Tỉnh Tuyên Quang"
"02479","Xã Lang Quán","Huyện Yên Sơn","Tỉnh Tuyên Quang"
"02491","Xã Chân Sơn","Huyện Yên Sơn","Tỉnh Tuyên Quang"
"04087","Xã Yên Sơn","Huyện Yên Châu","Tỉnh Sơn La"
"04084","Xã Chiềng On","Huyện Yên Châu","Tỉnh Sơn La"
"08656","Xã Yên Sơn","Huyện Thanh Sơn","Tỉnh Phú Thọ"
"08659","Xã Tinh Nhuệ","Huyện Thanh Sơn","Tỉnh Phú Thọ"
"08653","Xã Lương Nha","Huyện Thanh Sơn","Tỉnh Phú Thọ"
"01234","Xã Yên Thành","Huyện Quang Bình","Tỉnh Hà Giang"
"01231","Xã Bản Rịa","Huyện Quang Bình","Tỉnh Hà Giang"
"17506","Thị trấn Hoa Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"17554","Xã Tăng Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"17557","Xã Văn Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"17572","Xã Đông Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"04735","Xã Phúc Ninh","Huyện Yên Bình","Tỉnh Yên Bái"
"04741","Xã Mỹ Gia","Huyện Yên Bình","Tỉnh Yên Bái"
"04744","Xã Xuân Lai","Huyện Yên Bình","Tỉnh Yên Bái"
"04759","Xã Phúc An","Huyện Yên Bình","Tỉnh Yên Bái"
"04753","Xã Yên Thành","Huyện Yên Bình","Tỉnh Yên Bái"
"15034","Xã Yên Thắng","Huyện Lang Chánh","Tỉnh Thanh Hóa"
"07270","Xã Đồng Lạc","Huyện Yên Thế","Tỉnh Bắc Giang"
"07260","Xã Đồng Tâm","Huyện Yên Thế","Tỉnh Bắc Giang"
"07261","Xã Tân Hiệp","Huyện Yên Thế","Tỉnh Bắc Giang"
"07291","Xã Tân Sỏi","Huyện Yên Thế","Tỉnh Bắc Giang"
"07288","Thị trấn Phồn Xương","Huyện Yên Thế","Tỉnh Bắc Giang"
"02035","Xã Bản Thi","Huyện Chợ Đồn","Tỉnh Bắc Kạn"
"02044","Xã Yên Thịnh","Huyện Chợ Đồn","Tỉnh Bắc Kạn"
"02047","Xã Yên Thượng","Huyện Chợ Đồn","Tỉnh Bắc Kạn"
"16261","Xã Xuân Phúc","Huyện Như Thanh","Tỉnh Thanh Hóa"
"16267","Xã Yên Lạc","Huyện Như Thanh","Tỉnh Thanh Hóa"
"16264","Xã Yên Thọ","Huyện Như Thanh","Tỉnh Thanh Hóa"
"01318","Xã Yên Thổ","Huyện Bảo Lâm","Tỉnh Cao Bằng"
"01315","Xã Thái Học","Huyện Bảo Lâm","Tỉnh Cao Bằng"
"01316","Xã Thái Sơn","Huyện Bảo Lâm","Tỉnh Cao Bằng"
"05353","Thị trấn Hàng Trạm","Huyện Yên Thủy","Tỉnh Hoà Bình"
"05374","Xã Lạc Thịnh","Huyện Yên Thủy","Tỉnh Hoà Bình"
"05383","Xã Phú Lai","Huyện Yên Thủy","Tỉnh Hoà Bình"
"18004","Xã Hưng Trung","Huyện Hưng Nguyên","Tỉnh Nghệ An"
"18008","Xã Hưng Yên Bắc","Huyện Hưng Nguyên","Tỉnh Nghệ An"
"18007","Xã Hưng Yên","Huyện Hưng Nguyên","Tỉnh Nghệ An"
"09196","Xã Dũng Liệt","Huyện Yên Phong","Tỉnh Bắc Ninh"
"09205","Xã Yên Trung","Huyện Yên Phong","Tỉnh Bắc Ninh"
"15418","Xã Yên Trung","Huyện Yên Định","Tỉnh Thanh Hóa"
"15421","Xã Yên Trường","Huyện Yên Định","Tỉnh Thanh Hóa"
"15427","Xã Yên Phong","Huyện Yên Định","Tỉnh Thanh Hóa"
"15430","Xã Yên Thái","Huyện Yên Định","Tỉnh Thanh Hóa"
"05614","Xã Yên Ninh","Huyện Phú Lương","Tỉnh Thái Nguyên"
"05620","Xã Yên Đổ","Huyện Phú Lương","Tỉnh Thái Nguyên"
"05617","Xã Yên Trạch","Huyện Phú Lương","Tỉnh Thái Nguyên"
"05380","Xã Đoàn Kết","Huyện Yên Thủy","Tỉnh Hoà Bình"
"05371","Xã Hữu Lợi","Huyện Yên Thủy","Tỉnh Hoà Bình"
"05389","Xã Ngọc Lương","Huyện Yên Thủy","Tỉnh Hoà Bình"
"05386","Xã Yên Trị","Huyện Yên Thủy","Tỉnh Hoà Bình"
"14719","Xã Yên Phong","Huyện Yên Mô","Tỉnh Ninh Bình"
"14728","Xã Yên Từ","Huyện Yên Mô","Tỉnh Ninh Bình"
"14737","Xã Yên Nhân","Huyện Yên Mô","Tỉnh Ninh Bình"
"17386","Xã Cao Sơn","Huyện Anh Sơn","Tỉnh Nghệ An"
"17380","Xã Khai Sơn","Huyện Anh Sơn","Tỉnh Nghệ An"
"17383","Xã Lĩnh Sơn","Huyện Anh Sơn","Tỉnh Nghệ An"
"17377","Xã Long Sơn","Huyện Anh Sơn","Tỉnh Nghệ An"
"04939","Xã Đông Xuân","Huyện Quốc Oai","Thành phố Hà Nội"
"04927","Xã Yên Trung","Huyện Thạch Thất","Thành phố Hà Nội"
"04930","Xã Yên Bình","Huyện Thạch Thất","Thành phố Hà Nội"
"04936","Xã Tiến Xuân","Huyện Thạch Thất","Thành phố Hà Nội"
"15466","Xã Định Liên","Huyện Yên Định","Tỉnh Thanh Hóa"
"15463","Xã Định Long","Huyện Yên Định","Tỉnh Thanh Hóa"
"15445","Xã Định Tăng","Huyện Yên Định","Tỉnh Thanh Hóa"
"15469","Thị trấn Quán Lào","Huyện Yên Định","Tỉnh Thanh Hóa"
"07651","Xã Yên Định","Huyện Sơn Động","Tỉnh Bắc Giang"
"07642","Xã Cẩm Đàn","Huyện Sơn Động","Tỉnh Bắc Giang"
"13888","Xã Yên Trị","Huyện Ý Yên","Tỉnh Nam Định"
"13879","Xã Yên Đồng","Huyện Ý Yên","Tỉnh Nam Định"
"13882","Xã Yên Khang","Huyện Ý Yên","Tỉnh Nam Định"
"11041","Xã Lê Lợi","Huyện Gia Lộc","Tỉnh Hải Dương"
"11008","Xã Thống Nhất","Huyện Gia Lộc","Tỉnh Hải Dương"
"11020","Xã Yết Kiêu","Huyện Gia Lộc","Tỉnh Hải Dương"
"13021","Xã Tây Giang","Huyện Tiền Hải","Tỉnh Thái Bình"
"13030","Xã Ái Quốc","Huyện Tiền Hải","Tỉnh Thái Bình"
"19669","Xã Triệu Ái","Huyện Triệu Phong","Tỉnh Quảng Trị"
"19675","Xã Triệu Giang","Huyện Triệu Phong","Tỉnh Quảng Trị"
"19657","Xã Triệu Long","Huyện Triệu Phong","Tỉnh Quảng Trị"
"21690","Xã Ân Hảo Tây","Huyện Hoài Ân","Tỉnh Bình Định"
"21691","Xã Ân Hảo Đông","Huyện Hoài Ân","Tỉnh Bình Định"
"21697","Xã Ân Mỹ","Huyện Hoài Ân","Tỉnh Bình Định"
"12142","Thị trấn Ân Thi","Huyện Ân Thi","Tỉnh Hưng Yên"
"12157","Xã Quang Vinh","Huyện Ân Thi","Tỉnh Hưng Yên"
"12169","Xã Hoàng Hoa Thám","Huyện Ân Thi","Tỉnh Hưng Yên"
"21721","Xã Ân Tường Tây","Huyện Hoài Ân","Tỉnh Bình Định"
"21715","Xã Ân Hữu","Huyện Hoài Ân","Tỉnh Bình Định"
"21700","Xã Đak Mang","Huyện Hoài Ân","Tỉnh Bình Định"
"30727","Xã Vọng Thê","Huyện Thoại Sơn","Tỉnh An Giang"
"30715","Xã Vọng Đông","Huyện Thoại Sơn","Tỉnh An Giang"
"30688","Thị trấn Óc Eo","Huyện Thoại Sơn","Tỉnh An Giang"
"09805","Xã Hạ Mỗ","Huyện Đan Phượng","Thành phố Hà Nội"
"09817","Xã Tân Hội","Huyện Đan Phượng","Thành phố Hà Nội"
"09796","Xã Hồng Hà","Huyện Đan Phượng","Thành phố Hà Nội"
"09799","Xã Liên Hồng","Huyện Đan Phượng","Thành phố Hà Nội"
"09802","Xã Liên Hà","Huyện Đan Phượng","Thành phố Hà Nội"
"09808","Xã Liên Trung","Huyện Đan Phượng","Thành phố Hà Nội"
"09820","Xã Tân Lập","Huyện Đan Phượng","Thành phố Hà Nội"
"22138","Xã An Cư","Huyện Tuy An","Tỉnh Phú Yên"
"22147","Xã An Hòa Hải","Huyện Tuy An","Tỉnh Phú Yên"
"22150","Xã An Hiệp","Huyện Tuy An","Tỉnh Phú Yên"
"30577","Xã An Tức","Huyện Tri Tôn","Tỉnh An Giang"
"30565","Xã Lương Phi","Huyện Tri Tôn","Tỉnh An Giang"
"30586","Xã Ô Lâm","Huyện Tri Tôn","Tỉnh An Giang"
"13795","Thị trấn Lâm","Huyện Ý Yên","Tỉnh Nam Định"
"13846","Xã Yên Phong","Huyện Ý Yên","Tỉnh Nam Định"
"13843","Xã Yên Khánh","Huyện Ý Yên","Tỉnh Nam Định"
"13876","Xã Hồng Quang","Huyện Ý Yên","Tỉnh Nam Định"
"25232","Xã Phước Minh","Huyện Bù Gia Mập","Tỉnh Bình Phước"
"25231","Xã Đa Kia","Huyện Bù Gia Mập","Tỉnh Bình Phước"
"25234","Xã Bình Thắng","Huyện Bù Gia Mập","Tỉnh Bình Phước"
"00394","Xã Tân Hưng","Huyện Sóc Sơn","Thành phố Hà Nội"
"00403","Xã Bắc Phú","Huyện Sóc Sơn","Thành phố Hà Nội"
"00421","Xã Việt Long","Huyện Sóc Sơn","Thành phố Hà Nội"
"00424","Xã Xuân Giang","Huyện Sóc Sơn","Thành phố Hà Nội"
"00439","Xã Kim Lũ","Huyện Sóc Sơn","Thành phố Hà Nội"
"00451","Xã Xuân Thu","Huyện Sóc Sơn","Thành phố Hà Nội"
"00430","Xã Đức Hoà","Huyện Sóc Sơn","Thành phố Hà Nội"
"26119","Xã Dak Lua","Huyện Tân Phú","Tỉnh Đồng Nai"
"25398","Xã Đường 10","Huyện Bù Đăng","Tỉnh Bình Phước"
"25399","Xã Đak Nhau","Huyện Bù Đăng","Tỉnh Bình Phước"
"23995","Thị trấn Đak Pơ","Huyện Đăk Pơ","Tỉnh Gia Lai"
"23989","Xã Hà Tam","Huyện Đăk Pơ","Tỉnh Gia Lai"
"23992","Xã An Thành","Huyện Đăk Pơ","Tỉnh Gia Lai"
"23998","Xã Yang Bắc","Huyện Đăk Pơ","Tỉnh Gia Lai"
"23644","Xã Đăk Roong","Huyện KBang","Tỉnh Gia Lai"
"23641","Xã Kon Pne","Huyện KBang","Tỉnh Gia Lai"
"23683","Xã Đăk Sơmei","Huyện Đăk Đoa","Tỉnh Gia Lai"
"23680","Xã Hà Đông","Huyện Đăk Đoa","Tỉnh Gia Lai"
"23677","Thị trấn Đăk Đoa","Huyện Đăk Đoa","Tỉnh Gia Lai"
"23704","Xã Tân Bình","Huyện Đăk Đoa","Tỉnh Gia Lai"
"23707","Xã Glar","Huyện Đăk Đoa","Tỉnh Gia Lai"
"19576","Xã Ba Nang","Huyện Đa Krông","Tỉnh Quảng Trị"
"19579","Xã Tà Long","Huyện Đa Krông","Tỉnh Quảng Trị"
"19564","Xã Đa Krông","Huyện Đa Krông","Tỉnh Quảng Trị"
"24886","Xã Phi Liêng","Huyện Đam Rông","Tỉnh Lâm Đồng"
"24874","Xã Liêng Srônh","Huyện Đam Rông","Tỉnh Lâm Đồng"
"24877","Xã Rô Men","Huyện Đam Rông","Tỉnh Lâm Đồng"
"24875","Xã Đạ Rsal","Huyện Đam Rông","Tỉnh Lâm Đồng"
"24853","Xã Đạ Tông","Huyện Đam Rông","Tỉnh Lâm Đồng"
"24856","Xã Đạ Long","Huyện Đam Rông","Tỉnh Lâm Đồng"
"24850","Xã Đưng KNớ","Huyện Lạc Dương","Tỉnh Lâm Đồng"
"18358","Xã Đan Trường","Huyện Nghi Xuân","Tỉnh Hà Tĩnh"
"18367","Xã Xuân Hải","Huyện Nghi Xuân","Tỉnh Hà Tĩnh"
"18355","Xã Xuân Hội","Huyện Nghi Xuân","Tỉnh Hà Tĩnh"
"18364","Xã Xuân Phổ","Huyện Nghi Xuân","Tỉnh Hà Tĩnh"
"09784","Thị trấn Phùng","Huyện Đan Phượng","Thành phố Hà Nội"
"09814","Xã Thượng Mỗ","Huyện Đan Phượng","Thành phố Hà Nội"
"09823","Xã Đan Phượng","Huyện Đan Phượng","Thành phố Hà Nội"
"09829","Xã Song Phượng","Huyện Đan Phượng","Thành phố Hà Nội"
"09826","Xã Đồng Tháp","Huyện Đan Phượng","Thành phố Hà Nội"
"08062","Xã Đan Thượng","Huyện Hạ Hoà","Tỉnh Phú Thọ"
"08071","Xã Tứ Hiệp","Huyện Hạ Hoà","Tỉnh Phú Thọ"
"08056","Xã Đại Phạm","Huyện Hạ Hoà","Tỉnh Phú Thọ"
"08065","Xã Hà Lương","Huyện Hạ Hoà","Tỉnh Phú Thọ"
"19870","Xã Quảng Thái","Huyện Quảng Điền","Thành phố Huế"
"19876","Xã Quảng Lợi","Huyện Quảng Điền","Thành phố Huế"
"19885","Xã Quảng Vinh","Huyện Quảng Điền","Thành phố Huế"
"19897","Xã Quảng Phú","Huyện Quảng Điền","Thành phố Huế"
"25003","Xã Đinh Trang Thượng","Huyện Di Linh","Tỉnh Lâm Đồng"
"25006","Xã Tân Thượng","Huyện Di Linh","Tỉnh Lâm Đồng"
"25007","Xã Tân Lâm","Huyện Di Linh","Tỉnh Lâm Đồng"
"24970","Xã Bình Thạnh","Huyện Đức Trọng","Tỉnh Lâm Đồng"
"24871","Thị trấn Đinh Văn","Huyện Lâm Hà","Tỉnh Lâm Đồng"
"24910","Xã Tân Văn","Huyện Lâm Hà","Tỉnh Lâm Đồng"
"06256","Xã Trấn Ninh","Huyện Văn Quan","Tỉnh Lạng Sơn"
"06268","Xã Liên Hội","Huyện Văn Quan","Tỉnh Lạng Sơn"
"06280","Xã Điềm He","Huyện Văn Quan","Tỉnh Lạng Sơn"
"05941","Xã Điềm Thụy","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05968","Xã Hà Châu","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05956","Xã Nga My","Huyện Phú Bình","Tỉnh Thái Nguyên"
"05932","Xã Thượng Đình","Huyện Phú Bình","Tỉnh Thái Nguyên"
"14944","Xã Ái Thượng","Huyện Bá Thước","Tỉnh Thanh Hóa"
"14950","Xã Điền Lư","Huyện Bá Thước","Tỉnh Thanh Hóa"
"14935","Xã Điền Trung","Huyện Bá Thước","Tỉnh Thanh Hóa"
"14932","Xã Điền Quang","Huyện Bá Thước","Tỉnh Thanh Hóa"
"14929","Xã Điền Hạ","Huyện Bá Thước","Tỉnh Thanh Hóa"
"14926","Xã Điền Thượng","Huyện Bá Thước","Tỉnh Thanh Hóa"
"06874","Xã Điền Xá","Huyện Tiên Yên","Tỉnh Quảng Ninh"
"06865","Xã Hà Lâu","Huyện Tiên Yên","Tỉnh Quảng Ninh"
"06880","Xã Yên Than","Huyện Tiên Yên","Tỉnh Quảng Ninh"
"20566","Xã Điện Hồng","Thị xã Điện Bàn","Tỉnh Quảng Nam"
"20569","Xã Điện Thọ","Thị xã Điện Bàn","Tỉnh Quảng Nam"
"20572","Xã Điện Phước","Thị xã Điện Bàn","Tỉnh Quảng Nam"
"07969","Thị trấn Đoan Hùng","Huyện Đoan Hùng","Tỉnh Phú Thọ"
"08014","Xã Hợp Nhất","Huyện Đoan Hùng","Tỉnh Phú Thọ"
"08008","Xã Ngọc Quan","Huyện Đoan Hùng","Tỉnh Phú Thọ"
"01525","Xã Đoài Dương","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01516","Xã Trung Phúc","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01519","Xã Cao Thăng","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"09610","Xã Kim Sơn","Thị xã Sơn Tây","Thành phố Hà Nội"
"09613","Xã Sơn Đông","Thị xã Sơn Tây","Thành phố Hà Nội"
"09616","Xã Cổ Đông","Thị xã Sơn Tây","Thành phố Hà Nội"
"04000","Xã Đoàn Kết","Thị xã Mộc Châu","Tỉnh Sơn La"
"04015","Xã Chiềng Chung","Thị xã Mộc Châu","Tỉnh Sơn La"
"06001","Xã Đoàn Kết","Huyện Tràng Định","Tỉnh Lạng Sơn"
"05998","Xã Khánh Long","Huyện Tràng Định","Tỉnh Lạng Sơn"
"06010","Xã Cao Minh","Huyện Tràng Định","Tỉnh Lạng Sơn"
"12397","Xã Phan Sào Nam","Huyện Phù Cừ","Tỉnh Hưng Yên"
"12403","Xã Minh Hoàng","Huyện Phù Cừ","Tỉnh Hưng Yên"
"12406","Xã Đoàn Đào","Huyện Phù Cừ","Tỉnh Hưng Yên"
"04831","Thị trấn Đà Bắc","Huyện Đà Bắc","Tỉnh Hoà Bình"
"04885","Xã Hiền Lương","Huyện Đà Bắc","Tỉnh Hoà Bình"
"04879","Xã Toàn Sơn","Huyện Đà Bắc","Tỉnh Hoà Bình"
"04867","Xã Tú Lý","Huyện Đà Bắc","Tỉnh Hoà Bình"
"01495","Xã Đàm Thuỷ","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01501","Xã Chí Viễn","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01507","Xã Phong Châu","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"08662","Xã Đào Xá","Huyện Thanh Thuỷ","Tỉnh Phú Thọ"
"08668","Xã Xuân Lộc","Huyện Thanh Thuỷ","Tỉnh Phú Thọ"
"08665","Xã Thạch Đồng","Huyện Thanh Thuỷ","Tỉnh Phú Thọ"
"08671","Xã Tân Phương","Huyện Thanh Thuỷ","Tỉnh Phú Thọ"
"32104","Xã Khánh Bình Tây","Huyện Trần Văn Thời","Tỉnh Cà Mau"
"32101","Xã Khánh Bình Tây Bắc","Huyện Trần Văn Thời","Tỉnh Cà Mau"
"07609","Xã Đèo Gia","Huyện Lục Ngạn","Tỉnh Bắc Giang"
"07594","Xã Tân Lập","Huyện Lục Ngạn","Tỉnh Bắc Giang"
"21379","Xã Hành Đức","Huyện Nghĩa Hành","Tỉnh Quảng Ngãi"
"21385","Xã Hành Phước","Huyện Nghĩa Hành","Tỉnh Quảng Ngãi"
"21391","Xã Hành Thịnh","Huyện Nghĩa Hành","Tỉnh Quảng Ngãi"
"06613","Thị trấn Đình Lập","Huyện Đình Lập","Tỉnh Lạng Sơn"
"06628","Xã Đình Lập","Huyện Đình Lập","Tỉnh Lạng Sơn"
"01489","Xã Đình Phong","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01481","Xã Ngọc Côn","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01480","Xã Ngọc Khê","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"01483","Xã Phong Nậm","Huyện Trùng Khánh","Tỉnh Cao Bằng"
"17617","Thị trấn Đô Lương","Huyện Đô Lương","Tỉnh Nghệ An"
"17638","Xã Bắc Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17650","Xã Đặng Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17656","Xã Nam Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17659","Xã Lưu Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17662","Xã Yên Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17665","Xã Văn Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17668","Xã Đà Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"17683","Xã Thịnh Sơn","Huyện Đô Lương","Tỉnh Nghệ An"
"29500","Xã Đôn Châu","Huyện Duyên Hải","Tỉnh Trà Vinh"
"29497","Xã Đôn Xuân","Huyện Duyên Hải","Tỉnh Trà Vinh"
"00505","Xã Cổ Loa","Huyện Đông Anh","Thành phố Hà Nội"
"00523","Xã Đông Hội","Huyện Đông Anh","Thành phố Hà Nội"
"00520","Xã Mai Lâm","Huyện Đông Anh","Thành phố Hà Nội"
"00478","Xã Uy Nỗ","Huyện Đông Anh","Thành phố Hà Nội"
"00487","Xã Việt Hùng","Huyện Đông Anh","Thành phố Hà Nội"
"00496","Xã Dục Tú","Huyện Đông Anh","Thành phố Hà Nội"
"00454","Thị trấn Đông Anh","Huyện Đông Anh","Thành phố Hà Nội"
"04393","Xã Quang Minh","Huyện Văn Yên","Tỉnh Yên Bái"
"04390","Xã An Bình","Huyện Văn Yên","Tỉnh Yên Bái"
"04396","Xã Đông An","Huyện Văn Yên","Tỉnh Yên Bái"
"04399","Xã Đông Cuông","Huyện Văn Yên","Tỉnh Yên Bái"
"09463","Xã Giang Sơn","Huyện Gia Bình","Tỉnh Bắc Ninh"
"09478","Xã Lãng Ngâm","Huyện Gia Bình","Tỉnh Bắc Ninh"
"09487","Xã Đông Cứu","Huyện Gia Bình","Tỉnh Bắc Ninh"
"23068","Xã Đông Tiến","Huyện Hàm Thuận Bắc","Tỉnh Bình Thuận"
"23074","Xã Đông Giang","Huyện Hàm Thuận Bắc","Tỉnh Bình Thuận"
"20467","Thị trấn P Rao","Huyện Đông Giang","Tỉnh Quảng Nam"
"20470","Xã Tà Lu","Huyện Đông Giang","Tỉnh Quảng Nam"
"20488","Xã A Rooi","Huyện Đông Giang","Tỉnh Quảng Nam"
"20491","Xã Za Hung","Huyện Đông Giang","Tỉnh Quảng Nam"
"17008","Xã Nghĩa Mỹ","Thị xã Thái Hoà","Tỉnh Nghệ An"
"17014","Xã Nghĩa Thuận","Thị xã Thái Hoà","Tỉnh Nghệ An"
"17017","Xã Đông Hiếu","Thị xã Thái Hoà","Tỉnh Nghệ An"
"31274","Xã Đông Thắng","Huyện Cờ Đỏ","Thành phố Cần Thơ"
"31273","Xã Đông Hiệp","Huyện Cờ Đỏ","Thành phố Cần Thơ"
"31270","Xã Xuân Thắng","Huyện Thới Lai","Thành phố Cần Thơ"
"31024","Xã Đông Hòa","Huyện An Minh","Tỉnh Kiên Giang"
"31030","Xã Đông Thạnh","Huyện An Minh","Tỉnh Kiên Giang"
"12688","Thị trấn Đông Hưng","Huyện Đông Hưng","Tỉnh Thái Bình"
"12718","Xã Đông La","Huyện Đông Hưng","Tỉnh Thái Bình"
"12757","Xã Đông Các","Huyện Đông Hưng","Tỉnh Thái Bình"
"12703","Xã Đông Sơn","Huyện Đông Hưng","Tỉnh Thái Bình"
"12751","Xã Đông Hợp","Huyện Đông Hưng","Tỉnh Thái Bình"
"12730","Xã Nguyên Xá","Huyện Đông Hưng","Tỉnh Thái Bình"
"31036","Xã Đông Hưng A","Huyện An Minh","Tỉnh Kiên Giang"
"31045","Xã Vân Khánh Đông","Huyện An Minh","Tỉnh Kiên Giang"
"31975","Xã Long Điền Đông","Huyện Đông Hải","Tỉnh Bạc Liêu"
"31978","Xã Long Điền Đông A","Huyện Đông Hải","Tỉnh Bạc Liêu"
"29536","Xã Đông Hải","Huyện Duyên Hải","Tỉnh Trà Vinh"
"22729","Xã Sơn Trung","Huyện Khánh Sơn","Tỉnh Khánh Hòa"
"22732","Xã Ba Cụm Bắc","Huyện Khánh Sơn","Tỉnh Khánh Hòa"
"22735","Xã Ba Cụm Nam","Huyện Khánh Sơn","Tỉnh Khánh Hòa"
"01831","Xã Đức Xuân","Huyện Thạch An","Tỉnh Cao Bằng"
"01816","Xã Trọng Con","Huyện Thạch An","Tỉnh Cao Bằng"
"01786","Thị trấn Đông Khê","Huyện Thạch An","Tỉnh Cao Bằng"
"18586","Xã Thạch Kênh","Huyện Thạch Hà","Tỉnh Hà Tĩnh"
"18592","Xã Thạch Liên","Huyện Thạch Hà","Tỉnh Hà Tĩnh"
"18457","Xã Ích Hậu","Huyện Thạch Hà","Tỉnh Hà Tĩnh"
"17878","Xã Khánh Hợp","Huyện Nghi Lộc","Tỉnh Nghệ An"
"17890","Xã Nghi Thạch","Huyện Nghi Lộc","Tỉnh Nghệ An"
"17896","Xã Thịnh Trường","Huyện Nghi Lộc","Tỉnh Nghệ An"
"06883","Xã Đông Hải","Huyện Tiên Yên","Tỉnh Quảng Ninh"
"06877","Xã Đông Ngũ","Huyện Tiên Yên","Tỉnh Quảng Ninh"
"06868","Xã Đại Dực","Huyện Tiên Yên","Tỉnh Quảng Ninh"
"07453","Xã Đông Phú","Huyện Lục Nam","Tỉnh Bắc Giang"
"07450","Xã Đông Hưng","Huyện Lục Nam","Tỉnh Bắc Giang"
"31362","Thị trấn Cái Tắc","Huyện Châu Thành A","Tỉnh Hậu Giang"
"31369","Xã Đông Thạnh","Huyện Châu Thành","Tỉnh Hậu Giang"
"31387","Xã Đông Phước A","Huyện Châu Thành","Tỉnh Hậu Giang"
"12793","Xã Đông Quan","Huyện Đông Hưng","Tỉnh Thái Bình"
"12802","Xã Đông Á","Huyện Đông Hưng","Tỉnh Thái Bình"
"12769","Xã Đông Tân","Huyện Đông Hưng","Tỉnh Thái Bình"
"21103","Xã Bình Hiệp","Huyện Bình Sơn","Tỉnh Quảng Ngãi"
"21091","Xã Bình Thanh","Huyện Bình Sơn","Tỉnh Quảng Ngãi"
"21109","Xã Bình Tân Phú","Huyện Bình Sơn","Tỉnh Quảng Ngãi"
"21112","Xã Bình Châu","Huyện Bình Sơn","Tỉnh Quảng Ngãi"
"21187","Xã Tịnh Hòa","Thành phố Quảng Ngãi","Tỉnh Quảng Ngãi"
"31279","Xã Đông Bình","Huyện Thới Lai","Thành phố Cần Thơ"
"31282","Xã Đông Thuận","Huyện Thới Lai","Thành phố Cần Thơ"
"17527","Xã Đô Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"17530","Xã Thọ Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"17542","Xã Phú Thành","Huyện Yên Thành","Tỉnh Nghệ An"
"08209","Xã Đông Thành","Huyện Thanh Ba","Tỉnh Phú Thọ"
"08197","Xã Khải Xuân","Huyện Thanh Ba","Tỉnh Phú Thọ"
"08194","Xã Võ Lao","Huyện Thanh Ba","Tỉnh Phú Thọ"
"16015","Xã Đồng Lộc","Huyện Hậu Lộc","Tỉnh Thanh Hóa"
"16036","Xã Thành Lộc","Huyện Hậu Lộc","Tỉnh Thanh Hóa"
"16033","Xã Cầu Lộc","Huyện Hậu Lộc","Tỉnh Thanh Hóa"
"16042","Xã Tuy Lộc","Huyện Hậu Lộc","Tỉnh Thanh Hóa"
"27910","Xã Mỹ Thạnh Tây","Huyện Đức Huệ","Tỉnh Long An"
"27913","Xã Mỹ Thạnh Đông","Huyện Đức Huệ","Tỉnh Long An"
"27928","Xã Mỹ Bình","Huyện Đức Huệ","Tỉnh Long An"
"27898","Thị trấn Đông Thành","Huyện Đức Huệ","Tỉnh Long An"
"31000","Xã Nam Thái","Huyện An Biên","Tỉnh Kiên Giang"
"31006","Xã Đông Thái","Huyện An Biên","Tỉnh Kiên Giang"
"31003","Xã Nam Thái A","Huyện An Biên","Tỉnh Kiên Giang"
